fra;jour;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
FR;2020-10-30;4974;4092;9081;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-30;4909;3959;8877;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-30;5125;4091;9229;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-30;4514;4167;8692;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-30;3104;2936;6060;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-30;1928;1934;3866;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-30;1545;1091;2636;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-30;994;324;1324;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-30;31457;26888;58582;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-31;331;354;708;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-31;1659;1479;3190;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-31;2297;1912;4214;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-31;2213;1872;4091;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-31;2153;1832;3988;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-31;2037;1873;3911;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-31;1396;1388;2790;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-31;863;889;1752;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-31;683;468;1152;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-31;339;152;491;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-31;13975;12223;26295;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-01;109;96;206;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-01;375;362;750;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-01;543;422;969;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-01;614;472;1088;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-01;567;502;1069;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-01;457;448;906;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-01;310;342;655;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-01;215;279;495;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-01;303;234;537;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-01;216;80;296;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-01;3710;3237;6972;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-02;903;920;1872;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-02;4076;4030;8213;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-02;5740;4732;10494;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-02;6069;4907;10989;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-02;5982;5042;11039;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-02;5674;5011;10699;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-02;3730;3600;7339;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-02;2389;2202;4594;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-02;1911;1260;3172;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-02;1254;392;1647;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-02;37738;32107;70084;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-03;728;767;1524;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-03;3400;3412;6897;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-03;4612;3903;8529;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-03;4969;3925;8907;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-03;4812;4048;8872;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-03;4682;4297;8986;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-03;3311;3193;6516;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-03;2231;2076;4312;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-03;1858;1105;2969;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-03;1180;387;1567;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-03;31801;27128;59131;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-04;730;785;1540;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-04;3211;3110;6395;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-04;4023;3250;7288;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-04;3990;3204;7203;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-04;4091;3247;7348;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-04;3879;3441;7336;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-04;2788;2565;5367;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-04;1806;1761;3569;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-04;1613;990;2604;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-04;1121;351;1473;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-04;27257;22714;50140;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-05;675;709;1415;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-05;3022;2959;6071;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-05;3740;3036;6792;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-05;3799;2894;6705;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-05;3761;3042;6814;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-05;3605;3416;7028;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-05;2639;2393;5049;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-05;1732;1574;3311;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-05;1453;912;2369;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-05;1032;341;1374;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-05;25466;21285;46950;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-06;780;850;1680;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-06;3006;2949;6041;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-06;3394;2791;6197;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-06;3484;2654;6148;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-06;3501;3008;6521;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-06;3363;3045;6412;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-06;2468;2375;4851;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-06;1646;1603;3253;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-06;1506;964;2478;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-06;1043;347;1391;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-06;24201;20597;45014;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-07;295;373;687;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-07;1223;1211;2486;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-07;1324;1099;2424;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-07;1361;1092;2457;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-07;1488;1196;2685;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-07;1232;1276;2509;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-07;951;928;1892;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-07;643;670;1314;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-07;624;436;1060;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-07;315;108;423;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-07;9459;8394;17946;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-08;65;77;142;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-08;192;226;423;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-08;316;231;548;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-08;326;245;572;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-08;283;269;552;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-08;280;254;534;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-08;181;235;416;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-08;180;237;417;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-08;276;205;484;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-08;205;89;299;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-08;2304;2068;4387;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-09;753;761;1546;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-09;2997;2916;5987;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-09;3518;2792;6327;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-09;3692;2898;6595;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-09;3845;3065;6919;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-09;3839;3208;7052;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-09;2497;2436;4949;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-09;1791;1679;3475;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-09;1886;1049;2938;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-09;1448;382;1833;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-09;26277;21193;47647;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-10;548;602;1183;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-10;2202;2272;4526;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-10;2657;2142;4808;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-10;2779;2145;4934;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-10;2969;2361;5341;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-10;2887;2507;5407;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-10;2098;1961;4068;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-10;1466;1511;2977;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-10;1599;965;2565;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-10;1190;392;1583;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-10;20408;16866;37421;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-11;95;65;165;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-11;286;286;579;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-11;414;339;756;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-11;403;317;720;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-11;415;337;753;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-11;312;324;638;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-11;256;230;487;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-11;222;232;455;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-11;313;207;524;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-11;200;105;306;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-11;2916;2443;5384;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-12;605;640;1265;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-12;2496;2314;4862;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-12;2646;2025;4680;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-12;2698;2139;4840;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-12;2909;2295;5209;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-12;2889;2453;5352;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-12;1818;1757;3588;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-12;1287;1320;2608;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-12;1608;898;2509;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-12;1251;349;1603;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-12;20216;16202;36539;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-13;515;512;1046;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-13;1966;1956;3977;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-13;2045;1662;3718;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-13;2155;1642;3801;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-13;2121;1740;3863;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-13;2201;1922;4124;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-13;1529;1413;2952;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-13;1100;990;2091;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-13;1305;745;2051;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-13;1009;294;1304;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-13;15952;12884;28948;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-14;220;198;430;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-14;772;739;1539;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-14;817;630;1447;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-14;835;646;1481;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-14;908;701;1609;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-14;802;772;1575;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-14;512;559;1073;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-14;374;350;724;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-14;439;277;717;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-14;297;103;400;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-14;5978;4976;10998;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-15;48;60;109;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-15;131;130;266;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-15;208;142;350;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-15;204;149;353;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-15;186;150;337;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-15;170;148;318;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-15;96;141;238;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-15;109;124;234;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-15;176;135;311;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-15;134;56;190;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-15;1462;1236;2707;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-16;510;547;1080;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-16;1845;1988;3877;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-16;2218;1655;3883;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-16;2363;1827;4197;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-16;2446;1877;4327;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-16;2301;2012;4320;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-16;1469;1397;2871;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-16;1063;979;2044;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-16;1415;790;2208;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-16;1207;349;1557;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-16;16842;13427;30377;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-17;365;418;845;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-17;1396;1317;2737;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-17;1520;1253;2785;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-17;1667;1280;2950;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-17;1797;1380;3182;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-17;1573;1355;2929;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-17;1022;979;2014;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-17;786;760;1549;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-17;1038;566;1605;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-17;857;217;1076;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-17;12058;9547;21816;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-18;323;336;673;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-18;1153;1187;2382;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-18;1220;973;2199;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-18;1295;989;2289;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-18;1362;1073;2440;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-18;1285;1124;2417;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-18;792;829;1625;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-18;600;586;1186;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-18;851;441;1294;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-18;652;184;836;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-18;9536;7726;17363;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-19;286;351;648;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-19;1076;1115;2218;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-19;1150;929;2088;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-19;1377;912;2293;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-19;1394;1062;2458;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-19;1244;1062;2313;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-19;791;746;1544;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-19;603;540;1145;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-19;826;443;1272;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-19;655;187;842;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-19;9404;7352;16832;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-20;341;320;674;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-20;1129;1116;2268;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-20;1186;939;2127;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-20;1219;916;2135;4266384.08361496;4028987.84832459;39;8295371.93193955
